x,y,z,cell_id,cell_type
237,230,0,5,4
237,231,0,5,4
237,232,0,5,4
237,233,0,5,4
237,234,0,5,4
237,235,0,5,4
237,236,0,5,4
237,237,0,5,4
237,238,0,5,4
237,239,0,5,4
237,240,0,5,4
237,241,0,5,4
237,242,0,5,4
237,243,0,5,4
237,244,0,5,4
237,245,0,5,4
237,246,0,5,4
237,247,0,5,4
237,248,0,5,4
237,249,0,5,4
237,250,0,48,2
237,251,0,48,2
237,252,0,48,2
237,253,0,48,2
237,254,0,48,2
237,255,0,48,2
237,256,0,48,2
237,257,0,148,2
237,258,0,148,2
237,259,0,148,2
237,260,0,148,2
237,261,0,148,2
237,262,0,148,2
237,263,0,148,2
237,264,0,248,2
237,265,0,248,2
237,266,0,248,2
237,267,0,248,2
237,268,0,248,2
237,269,0,248,2
237,270,0,248,2
237,271,0,348,3
237,272,0,348,3
237,273,0,348,3
237,274,0,348,3
237,275,0,348,3
237,276,0,348,3
237,277,0,348,3
237,278,0,448,1
237,279,0,448,1
237,280,0,448,1
237,281,0,448,1
237,282,0,448,1
237,283,0,448,1
237,284,0,448,1
462,200,0,10,4
462,201,0,10,4
462,202,0,10,4
462,203,0,10,4
462,204,0,10,4
462,205,0,10,4
462,206,0,10,4
462,207,0,10,4
462,208,0,10,4
462,209,0,10,4
462,210,0,10,4
462,211,0,10,4
462,212,0,10,4
462,213,0,10,4
462,214,0,10,4
462,215,0,10,4
462,216,0,10,4
462,217,0,10,4
462,218,0,10,4
462,219,0,10,4
462,220,0,10,4
462,221,0,10,4
462,222,0,10,4
462,223,0,10,4
462,224,0,10,4
462,225,0,10,4
462,226,0,10,4
462,227,0,10,4
462,228,0,10,4
462,229,0,10,4
462,230,0,10,4
462,231,0,10,4
462,232,0,10,4
462,233,0,10,4
462,234,0,10,4
462,235,0,10,4
462,236,0,10,4
462,237,0,10,4
462,238,0,10,4
462,239,0,10,4
462,240,0,10,4
462,241,0,10,4
462,242,0,10,4
462,243,0,10,4
462,244,0,10,4
462,245,0,10,4
462,246,0,10,4
462,247,0,10,4
462,248,0,10,4
462,249,0,10,4
462,250,0,81,2
462,251,0,81,2
462,252,0,81,2
462,253,0,81,2
462,254,0,81,2
462,255,0,81,2
462,256,0,81,2
462,257,0,181,2
462,258,0,181,2
462,259,0,181,2
462,260,0,181,2
462,261,0,181,2
462,262,0,181,2
462,263,0,181,2
462,264,0,281,2
462,265,0,281,2
462,266,0,281,2
462,267,0,281,2
462,268,0,281,2
462,269,0,281,2
462,270,0,281,2
462,271,0,381,3
462,272,0,381,3
462,273,0,381,3
462,274,0,381,3
462,275,0,381,3
462,276,0,381,3
462,277,0,381,3
462,278,0,481,1
462,279,0,481,1
462,280,0,481,1
462,281,0,481,1
462,282,0,481,1
462,283,0,481,1
462,284,0,481,1
463,200,0,10,4
463,201,0,10,4
463,202,0,10,4
463,203,0,10,4
463,204,0,10,4
463,205,0,10,4
463,206,0,10,4
463,207,0,10,4
463,208,0,10,4
463,209,0,10,4
463,210,0,10,4
463,211,0,10,4
463,212,0,10,4
463,213,0,10,4
463,214,0,10,4
463,215,0,10,4
463,216,0,10,4
463,217,0,10,4
463,218,0,10,4
463,219,0,10,4
463,220,0,10,4
463,221,0,10,4
463,222,0,10,4
463,223,0,10,4
463,224,0,10,4
463,225,0,10,4
463,226,0,10,4
463,227,0,10,4
463,228,0,10,4
463,229,0,10,4
463,230,0,10,4
463,231,0,10,4
463,232,0,10,4
463,233,0,10,4
463,234,0,10,4
463,235,0,10,4
463,236,0,10,4
463,237,0,10,4
463,238,0,10,4
463,239,0,10,4
463,240,0,10,4
463,241,0,10,4
463,242,0,10,4
463,243,0,10,4
463,244,0,10,4
463,245,0,10,4
463,246,0,10,4
463,247,0,10,4
463,248,0,10,4
463,249,0,10,4
463,250,0,81,2
463,251,0,81,2
463,252,0,81,2
463,253,0,81,2
463,254,0,81,2
463,255,0,81,2
463,256,0,81,2
463,257,0,181,2
463,258,0,181,2
463,259,0,181,2
463,260,0,181,2
463,261,0,181,2
463,262,0,181,2
463,263,0,181,2
463,264,0,281,2
463,265,0,281,2
463,266,0,281,2
463,267,0,281,2
463,268,0,281,2
463,269,0,281,2
463,270,0,281,2
463,271,0,381,3
463,272,0,381,3
463,273,0,381,3
463,274,0,381,3
463,275,0,381,3
463,276,0,381,3
463,277,0,381,3
463,278,0,481,1
463,279,0,481,1
463,280,0,481,1
463,281,0,481,1
463,282,0,481,1
463,283,0,481,1
463,284,0,481,1
464,200,0,10,4
464,201,0,10,4
464,202,0,10,4
464,203,0,10,4
464,204,0,10,4
464,205,0,10,4
464,206,0,10,4
464,207,0,10,4
464,208,0,10,4
464,209,0,10,4
464,210,0,10,4
464,211,0,10,4
464,212,0,10,4
464,213,0,10,4
464,214,0,10,4
464,215,0,10,4
464,216,0,10,4
464,217,0,10,4
464,218,0,10,4
464,219,0,10,4
464,220,0,10,4
464,221,0,10,4
464,222,0,10,4
464,223,0,10,4
464,224,0,10,4
464,225,0,10,4
464,226,0,10,4
464,227,0,10,4
464,228,0,10,4
464,229,0,10,4
464,230,0,10,4
464,231,0,10,4
464,232,0,10,4
464,233,0,10,4
464,234,0,10,4
464,235,0,10,4
464,236,0,10,4
464,237,0,10,4
464,238,0,10,4
464,239,0,10,4
464,240,0,10,4
464,241,0,10,4
464,242,0,10,4
464,243,0,10,4
464,244,0,10,4
464,245,0,10,4
464,246,0,10,4
464,247,0,10,4
464,248,0,10,4
464,249,0,10,4
464,250,0,81,2
464,251,0,81,2
464,252,0,81,2
464,253,0,81,2
464,254,0,81,2
464,255,0,81,2
464,256,0,81,2
464,257,0,181,2
464,258,0,181,2
464,259,0,181,2
464,260,0,181,2
464,261,0,181,2
464,262,0,181,2
464,263,0,181,2
464,264,0,281,2
464,265,0,281,2
464,266,0,281,2
464,267,0,281,2
464,268,0,281,2
464,269,0,281,2
464,270,0,281,2
464,271,0,381,3
464,272,0,381,3
464,273,0,381,3
464,274,0,381,3
464,275,0,381,3
464,276,0,381,3
464,277,0,381,3
464,278,0,481,1
464,279,0,481,1
464,280,0,481,1
464,281,0,481,1
464,282,0,481,1
464,283,0,481,1
464,284,0,481,1
465,200,0,10,4
465,201,0,10,4
465,202,0,10,4
465,203,0,10,4
465,204,0,10,4
465,205,0,10,4
465,206,0,10,4
465,207,0,10,4
465,208,0,10,4
465,209,0,10,4
465,210,0,10,4
465,211,0,10,4
465,212,0,10,4
465,213,0,10,4
465,214,0,10,4
465,215,0,10,4
465,216,0,10,4
465,217,0,10,4
465,218,0,10,4
465,219,0,10,4
465,220,0,10,4
465,221,0,10,4
465,222,0,10,4
465,223,0,10,4
465,224,0,10,4
465,225,0,10,4
465,226,0,10,4
465,227,0,10,4
465,228,0,10,4
465,229,0,10,4
465,230,0,10,4
465,231,0,10,4
465,232,0,10,4
465,233,0,10,4
465,234,0,10,4
465,235,0,10,4
465,236,0,10,4
465,237,0,10,4
465,238,0,10,4
465,239,0,10,4
465,240,0,10,4
465,241,0,10,4
465,242,0,10,4
465,243,0,10,4
465,244,0,10,4
465,245,0,10,4
465,246,0,10,4
465,247,0,10,4
465,248,0,10,4
465,249,0,10,4
465,250,0,81,2
465,251,0,81,2
465,252,0,81,2
465,253,0,81,2
465,254,0,81,2
465,255,0,81,2
465,256,0,81,2
465,257,0,181,2
465,258,0,181,2
465,259,0,181,2
465,260,0,181,2
465,261,0,181,2
465,262,0,181,2
465,263,0,181,2
465,264,0,281,2
465,265,0,281,2
465,266,0,281,2
465,267,0,281,2
465,268,0,281,2
465,269,0,281,2
465,270,0,281,2
465,271,0,381,3
465,272,0,381,3
465,273,0,381,3
465,274,0,381,3
465,275,0,381,3
465,276,0,381,3
465,277,0,381,3
465,278,0,481,1
465,279,0,481,1
465,280,0,481,1
465,281,0,481,1
465,282,0,481,1
465,283,0,481,1
465,284,0,481,1
466,200,0,10,4
466,201,0,10,4
466,202,0,10,4
466,203,0,10,4
466,204,0,10,4
466,205,0,10,4
466,206,0,10,4
466,207,0,10,4
466,208,0,10,4
466,209,0,10,4
466,210,0,10,4
466,211,0,10,4
466,212,0,10,4
466,213,0,10,4
466,214,0,10,4
466,215,0,10,4
466,216,0,10,4
466,217,0,10,4
466,218,0,10,4
466,219,0,10,4
466,220,0,10,4
466,221,0,10,4
466,222,0,10,4
466,223,0,10,4
466,224,0,10,4
466,225,0,10,4
466,226,0,10,4
466,227,0,10,4
466,228,0,10,4
466,229,0,10,4
466,230,0,10,4
466,231,0,10,4
466,232,0,10,4
466,233,0,10,4
466,234,0,10,4
466,235,0,10,4
466,236,0,10,4
466,237,0,10,4
466,238,0,10,4
466,239,0,10,4
466,240,0,10,4
466,241,0,10,4
466,242,0,10,4
466,243,0,10,4
466,244,0,10,4
466,245,0,10,4
466,246,0,10,4
466,247,0,10,4
466,248,0,10,4
466,249,0,10,4
466,250,0,81,2
466,251,0,81,2
466,252,0,81,2
466,253,0,81,2
466,254,0,81,2
466,255,0,81,2
466,256,0,81,2
466,257,0,181,2
466,258,0,181,2
466,259,0,181,2
466,260,0,181,2
466,261,0,181,2
466,262,0,181,2
466,263,0,181,2
466,264,0,281,2
466,265,0,281,2
466,266,0,281,2
466,267,0,281,2
466,268,0,281,2
466,269,0,281,2
466,270,0,281,2
466,271,0,381,3
466,272,0,381,3
466,273,0,381,3
466,274,0,381,3
466,275,0,381,3
466,276,0,381,3
466,277,0,381,3
466,278,0,481,1
466,279,0,481,1
466,280,0,481,1
466,281,0,481,1
466,282,0,481,1
466,283,0,481,1
466,284,0,481,1
467,200,0,10,4
467,201,0,10,4
467,202,0,10,4
467,203,0,10,4
467,204,0,10,4
467,205,0,10,4
467,206,0,10,4
467,207,0,10,4
467,208,0,10,4
467,209,0,10,4
467,210,0,10,4
467,211,0,10,4
467,212,0,10,4
467,213,0,10,4
467,214,0,10,4
467,215,0,10,4
467,216,0,10,4
467,217,0,10,4
467,218,0,10,4
467,219,0,10,4
467,220,0,10,4
467,221,0,10,4
467,222,0,10,4
467,223,0,10,4
467,224,0,10,4
467,225,0,10,4
467,226,0,10,4
467,227,0,10,4
467,228,0,10,4
467,229,0,10,4
467,230,0,10,4
467,231,0,10,4
467,232,0,10,4
467,233,0,10,4
467,234,0,10,4
467,235,0,10,4
467,236,0,10,4
467,237,0,10,4
467,238,0,10,4
467,239,0,10,4
467,240,0,10,4
467,241,0,10,4
467,242,0,10,4
467,243,0,10,4
467,244,0,10,4
467,245,0,10,4
467,246,0,10,4
467,247,0,10,4
467,248,0,10,4
467,249,0,10,4
467,250,0,81,2
467,251,0,81,2
467,252,0,81,2
467,253,0,81,2
467,254,0,81,2
467,255,0,81,2
467,256,0,81,2
467,257,0,181,2
467,258,0,181,2
467,259,0,181,2
467,260,0,181,2
467,261,0,181,2
467,262,0,181,2
467,263,0,181,2
467,264,0,281,2
467,265,0,281,2
467,266,0,281,2
467,267,0,281,2
467,268,0,281,2
467,269,0,281,2
467,270,0,281,2
467,271,0,381,3
467,272,0,381,3
467,273,0,381,3
467,274,0,381,3
467,275,0,381,3
467,276,0,381,3
467,277,0,381,3
467,278,0,481,1
467,279,0,481,1
467,280,0,481,1
467,281,0,481,1
467,282,0,481,1
467,283,0,481,1
467,284,0,481,1
468,200,0,10,4
468,201,0,10,4
468,202,0,10,4
468,203,0,10,4
468,204,0,10,4
468,205,0,10,4
468,206,0,10,4
468,207,0,10,4
468,208,0,10,4
468,209,0,10,4
468,210,0,10,4
468,211,0,10,4
468,212,0,10,4
468,213,0,10,4
468,214,0,10,4
468,215,0,10,4
468,216,0,10,4
468,217,0,10,4
468,218,0,10,4
468,219,0,10,4
468,220,0,10,4
468,221,0,10,4
468,222,0,10,4
468,223,0,10,4
468,224,0,10,4
468,225,0,10,4
468,226,0,10,4
468,227,0,10,4
468,228,0,10,4
468,229,0,10,4
468,230,0,10,4
468,231,0,10,4
468,232,0,10,4
468,233,0,10,4
468,234,0,10,4
468,235,0,10,4
468,236,0,10,4
468,237,0,10,4
468,238,0,10,4
468,239,0,10,4
468,240,0,10,4
468,241,0,10,4
468,242,0,10,4
468,243,0,10,4
468,244,0,10,4
468,245,0,10,4
468,246,0,10,4
468,247,0,10,4
468,248,0,10,4
468,249,0,10,4
468,250,0,81,2
468,251,0,81,2
468,252,0,81,2
468,253,0,81,2
468,254,0,81,2
468,255,0,81,2
468,256,0,81,2
468,257,0,181,2
468,258,0,181,2
468,259,0,181,2
468,260,0,181,2
468,261,0,181,2
468,262,0,181,2
468,263,0,181,2
468,264,0,281,2
468,265,0,281,2
468,266,0,281,2
468,267,0,281,2
468,268,0,281,2
468,269,0,281,2
468,270,0,281,2
468,271,0,381,3
468,272,0,381,3
468,273,0,381,3
468,274,0,381,3
468,275,0,381,3
468,276,0,381,3
468,277,0,381,3
468,278,0,481,1
468,279,0,481,1
468,280,0,481,1
468,281,0,481,1
468,282,0,481,1
468,283,0,481,1
468,284,0,481,1
469,200,0,10,4
469,201,0,10,4
469,202,0,10,4
469,203,0,10,4
469,204,0,10,4
469,205,0,10,4
469,206,0,10,4
469,207,0,10,4
469,208,0,10,4
469,209,0,10,4
469,210,0,10,4
469,211,0,10,4
469,212,0,10,4
469,213,0,10,4
469,214,0,10,4
469,215,0,10,4
469,216,0,10,4
469,217,0,10,4
469,218,0,10,4
469,219,0,10,4
469,220,0,10,4
469,221,0,10,4
469,222,0,10,4
469,223,0,10,4
469,224,0,10,4
469,225,0,10,4
469,226,0,10,4
469,227,0,10,4
469,228,0,10,4
469,229,0,10,4
469,230,0,10,4
469,231,0,10,4
469,232,0,10,4
469,233,0,10,4
469,234,0,10,4
