x,y,z,cell_id,cell_type
469,235,0,10,4
469,236,0,10,4
469,237,0,10,4
469,238,0,10,4
469,239,0,10,4
469,240,0,10,4
469,241,0,10,4
469,242,0,10,4
469,243,0,10,4
469,244,0,10,4
469,245,0,10,4
469,246,0,10,4
469,247,0,10,4
469,248,0,10,4
469,249,0,10,4
469,250,0,82,2
469,251,0,82,2
469,252,0,82,2
469,253,0,82,2
469,254,0,82,2
469,255,0,82,2
469,256,0,82,2
469,257,0,182,2
469,258,0,182,2
469,259,0,182,2
469,260,0,182,2
469,261,0,182,2
469,262,0,182,2
469,263,0,182,2
469,264,0,282,2
469,265,0,282,2
469,266,0,282,2
469,267,0,282,2
469,268,0,282,2
469,269,0,282,2
469,270,0,282,2
469,271,0,382,3
469,272,0,382,3
469,273,0,382,3
469,274,0,382,3
469,275,0,382,3
469,276,0,382,3
469,277,0,382,3
469,278,0,482,1
469,279,0,482,1
469,280,0,482,1
469,281,0,482,1
469,282,0,482,1
469,283,0,482,1
469,284,0,482,1
470,200,0,10,4
470,201,0,10,4
470,202,0,10,4
470,203,0,10,4
470,204,0,10,4
470,205,0,10,4
470,206,0,10,4
470,207,0,10,4
470,208,0,10,4
470,209,0,10,4
470,210,0,10,4
470,211,0,10,4
470,212,0,10,4
470,213,0,10,4
470,214,0,10,4
470,215,0,10,4
470,216,0,10,4
470,217,0,10,4
470,218,0,10,4
470,219,0,10,4
470,220,0,10,4
470,221,0,10,4
470,222,0,10,4
470,223,0,10,4
470,224,0,10,4
470,225,0,10,4
470,226,0,10,4
470,227,0,10,4
470,228,0,10,4
470,229,0,10,4
470,230,0,10,4
470,231,0,10,4
470,232,0,10,4
470,233,0,10,4
470,234,0,10,4
470,235,0,10,4
470,236,0,10,4
470,237,0,10,4
470,238,0,10,4
470,239,0,10,4
470,240,0,10,4
470,241,0,10,4
470,242,0,10,4
470,243,0,10,4
470,244,0,10,4
470,245,0,10,4
470,246,0,10,4
470,247,0,10,4
470,248,0,10,4
470,249,0,10,4
470,250,0,82,2
470,251,0,82,2
470,252,0,82,2
470,253,0,82,2
470,254,0,82,2
470,255,0,82,2
470,256,0,82,2
470,257,0,182,2
470,258,0,182,2
470,259,0,182,2
470,260,0,182,2
470,261,0,182,2
470,262,0,182,2
470,263,0,182,2
470,264,0,282,2
470,265,0,282,2
470,266,0,282,2
470,267,0,282,2
470,268,0,282,2
470,269,0,282,2
470,270,0,282,2
470,271,0,382,3
470,272,0,382,3
470,273,0,382,3
470,274,0,382,3
470,275,0,382,3
470,276,0,382,3
470,277,0,382,3
470,278,0,482,1
470,279,0,482,1
470,280,0,482,1
470,281,0,482,1
470,282,0,482,1
470,283,0,482,1
470,284,0,482,1
695,200,0,14,4
695,201,0,14,4
695,202,0,14,4
695,203,0,14,4
695,204,0,14,4
695,205,0,14,4
695,206,0,14,4
695,207,0,14,4
695,208,0,14,4
695,209,0,14,4
695,210,0,14,4
695,211,0,14,4
695,212,0,14,4
695,213,0,14,4
695,214,0,14,4
695,215,0,14,4
695,216,0,14,4
695,217,0,14,4
695,218,0,14,4
695,219,0,14,4
695,220,0,14,4
695,221,0,14,4
695,222,0,14,4
695,223,0,14,4
695,224,0,14,4
695,225,0,14,4
695,226,0,14,4
695,227,0,14,4
695,228,0,14,4
695,229,0,14,4
695,230,0,14,4
695,231,0,14,4
695,232,0,14,4
695,233,0,14,4
695,234,0,14,4
695,235,0,14,4
695,236,0,14,4
695,237,0,14,4
695,238,0,14,4
695,239,0,14,4
695,240,0,14,4
695,241,0,14,4
695,242,0,14,4
695,243,0,14,4
695,244,0,14,4
695,245,0,14,4
695,246,0,14,4
695,247,0,14,4
695,248,0,14,4
695,249,0,14,4
695,250,0,114,2
695,251,0,114,2
695,252,0,114,2
695,253,0,114,2
695,254,0,114,2
695,255,0,114,2
695,256,0,114,2
695,257,0,214,2
695,258,0,214,2
695,259,0,214,2
695,260,0,214,2
695,261,0,214,2
695,262,0,214,2
695,263,0,214,2
695,264,0,314,2
695,265,0,314,2
695,266,0,314,2
695,267,0,314,2
695,268,0,314,2
695,269,0,314,2
695,270,0,314,2
695,271,0,414,3
695,272,0,414,3
695,273,0,414,3
695,274,0,414,3
695,275,0,414,3
695,276,0,414,3
695,277,0,414,3
695,278,0,514,1
695,279,0,514,1
695,280,0,514,1
695,281,0,514,1
695,282,0,514,1
695,283,0,514,1
695,284,0,514,1
696,200,0,14,4
696,201,0,14,4
696,202,0,14,4
696,203,0,14,4
696,204,0,14,4
696,205,0,14,4
696,206,0,14,4
696,207,0,14,4
696,208,0,14,4
696,209,0,14,4
696,210,0,14,4
696,211,0,14,4
696,212,0,14,4
696,213,0,14,4
696,214,0,14,4
696,215,0,14,4
696,216,0,14,4
696,217,0,14,4
696,218,0,14,4
696,219,0,14,4
696,220,0,14,4
696,221,0,14,4
696,222,0,14,4
696,223,0,14,4
696,224,0,14,4
696,225,0,14,4
696,226,0,14,4
696,227,0,14,4
696,228,0,14,4
696,229,0,14,4
696,230,0,14,4
696,231,0,14,4
696,232,0,14,4
696,233,0,14,4
696,234,0,14,4
696,235,0,14,4
696,236,0,14,4
696,237,0,14,4
696,238,0,14,4
696,239,0,14,4
696,240,0,14,4
696,241,0,14,4
696,242,0,14,4
696,243,0,14,4
696,244,0,14,4
696,245,0,14,4
696,246,0,14,4
696,247,0,14,4
696,248,0,14,4
696,249,0,14,4
696,250,0,114,2
696,251,0,114,2
696,252,0,114,2
696,253,0,114,2
696,254,0,114,2
696,255,0,114,2
696,256,0,114,2
696,257,0,214,2
696,258,0,214,2
696,259,0,214,2
696,260,0,214,2
696,261,0,214,2
696,262,0,214,2
696,263,0,214,2
696,264,0,314,2
696,265,0,314,2
696,266,0,314,2
696,267,0,314,2
696,268,0,314,2
696,269,0,314,2
696,270,0,314,2
696,271,0,414,3
696,272,0,414,3
696,273,0,414,3
696,274,0,414,3
696,275,0,414,3
696,276,0,414,3
696,277,0,414,3
696,278,0,514,1
696,279,0,514,1
696,280,0,514,1
696,281,0,514,1
696,282,0,514,1
696,283,0,514,1
696,284,0,514,1
697,200,0,14,4
697,201,0,14,4
697,202,0,14,4
697,203,0,14,4
697,204,0,14,4
697,205,0,14,4
697,206,0,14,4
697,207,0,14,4
697,208,0,14,4
697,209,0,14,4
697,210,0,14,4
697,211,0,14,4
697,212,0,14,4
697,213,0,14,4
697,214,0,14,4
697,215,0,14,4
697,216,0,14,4
697,217,0,14,4
697,218,0,14,4
697,219,0,14,4
697,220,0,14,4
697,221,0,14,4
697,222,0,14,4
697,223,0,14,4
697,224,0,14,4
697,225,0,14,4
697,226,0,14,4
697,227,0,14,4
697,228,0,14,4
697,229,0,14,4
697,230,0,14,4
697,231,0,14,4
697,232,0,14,4
697,233,0,14,4
697,234,0,14,4
697,235,0,14,4
697,236,0,14,4
697,237,0,14,4
697,238,0,14,4
697,239,0,14,4
697,240,0,14,4
697,241,0,14,4
697,242,0,14,4
697,243,0,14,4
697,244,0,14,4
697,245,0,14,4
697,246,0,14,4
697,247,0,14,4
697,248,0,14,4
697,249,0,14,4
697,250,0,114,2
697,251,0,114,2
697,252,0,114,2
697,253,0,114,2
697,254,0,114,2
697,255,0,114,2
697,256,0,114,2
697,257,0,214,2
697,258,0,214,2
697,259,0,214,2
697,260,0,214,2
697,261,0,214,2
697,262,0,214,2
697,263,0,214,2
697,264,0,314,2
697,265,0,314,2
697,266,0,314,2
697,267,0,314,2
697,268,0,314,2
697,269,0,314,2
697,270,0,314,2
697,271,0,414,3
697,272,0,414,3
697,273,0,414,3
697,274,0,414,3
697,275,0,414,3
697,276,0,414,3
697,277,0,414,3
697,278,0,514,1
697,279,0,514,1
697,280,0,514,1
697,281,0,514,1
697,282,0,514,1
697,283,0,514,1
697,284,0,514,1
698,200,0,14,4
698,201,0,14,4
698,202,0,14,4
698,203,0,14,4
698,204,0,14,4
698,205,0,14,4
698,206,0,14,4
698,207,0,14,4
698,208,0,14,4
698,209,0,14,4
698,210,0,14,4
698,211,0,14,4
698,212,0,14,4
698,213,0,14,4
698,214,0,14,4
698,215,0,14,4
698,216,0,14,4
698,217,0,14,4
698,218,0,14,4
698,219,0,14,4
698,220,0,14,4
698,221,0,14,4
698,222,0,14,4
698,223,0,14,4
698,224,0,14,4
698,225,0,14,4
698,226,0,14,4
698,227,0,14,4
698,228,0,14,4
698,229,0,14,4
698,230,0,14,4
698,231,0,14,4
698,232,0,14,4
698,233,0,14,4
698,234,0,14,4
698,235,0,14,4
698,236,0,14,4
698,237,0,14,4
698,238,0,14,4
698,239,0,14,4
698,240,0,14,4
698,241,0,14,4
698,242,0,14,4
698,243,0,14,4
698,244,0,14,4
698,245,0,14,4
698,246,0,14,4
698,247,0,14,4
698,248,0,14,4
698,249,0,14,4
698,250,0,114,2
698,251,0,114,2
698,252,0,114,2
698,253,0,114,2
698,254,0,114,2
698,255,0,114,2
698,256,0,114,2
698,257,0,214,2
698,258,0,214,2
698,259,0,214,2
698,260,0,214,2
698,261,0,214,2
698,262,0,214,2
698,263,0,214,2
698,264,0,314,2
698,265,0,314,2
698,266,0,314,2
698,267,0,314,2
698,268,0,314,2
698,269,0,314,2
698,270,0,314,2
698,271,0,414,3
698,272,0,414,3
698,273,0,414,3
698,274,0,414,3
698,275,0,414,3
698,276,0,414,3
698,277,0,414,3
698,278,0,514,1
698,279,0,514,1
698,280,0,514,1
698,281,0,514,1
698,282,0,514,1
698,283,0,514,1
698,284,0,514,1
699,200,0,14,4
699,201,0,14,4
699,202,0,14,4
699,203,0,14,4
699,204,0,14,4
699,205,0,14,4
699,206,0,14,4
699,207,0,14,4
699,208,0,14,4
699,209,0,14,4
699,210,0,14,4
699,211,0,14,4
699,212,0,14,4
699,213,0,14,4
699,214,0,14,4
699,215,0,14,4
699,216,0,14,4
699,217,0,14,4
699,218,0,14,4
699,219,0,14,4
699,220,0,14,4
699,221,0,14,4
699,222,0,14,4
699,223,0,14,4
699,224,0,14,4
699,225,0,14,4
699,226,0,14,4
699,227,0,14,4
699,228,0,14,4
699,229,0,14,4
699,230,0,14,4
699,231,0,14,4
699,232,0,14,4
699,233,0,14,4
699,234,0,14,4
699,235,0,14,4
699,236,0,14,4
699,237,0,14,4
699,238,0,14,4
699,239,0,14,4
699,240,0,14,4
699,241,0,14,4
699,242,0,14,4
699,243,0,14,4
699,244,0,14,4
699,245,0,14,4
699,246,0,14,4
699,247,0,14,4
699,248,0,14,4
699,249,0,14,4
699,250,0,114,2
699,251,0,114,2
699,252,0,114,2
699,253,0,114,2
699,254,0,114,2
699,255,0,114,2
699,256,0,114,2
699,257,0,214,2
699,258,0,214,2
699,259,0,214,2
699,260,0,214,2
699,261,0,214,2
699,262,0,214,2
699,263,0,214,2
699,264,0,314,2
699,265,0,314,2
699,266,0,314,2
699,267,0,314,2
699,268,0,314,2
699,269,0,314,2
699,270,0,314,2
699,271,0,414,3
699,272,0,414,3
699,273,0,414,3
699,274,0,414,3
699,275,0,414,3
699,276,0,414,3
699,277,0,414,3
699,278,0,514,1
699,279,0,514,1
699,280,0,514,1
699,281,0,514,1
699,282,0,514,1
699,283,0,514,1
699,284,0,514,1
